evolution$generation,evolution$evaluated,nbBoats,ReserveIntegrale,ZonesExclusionPeche,PrixPoisson,BiomassInit,objective$om_sumBiomass,objective$om_capitalTotal,evolution$samples,evolution$generated,om_MSTb,om_MFETc,om_MFETb,om_MSTc,om_capitalTotal,om_capital_moyen_2,om_sumBiomass,om_capital_moyen_1,om_biomassfished,mySeed
900,900,70.51843237845917,4.017347630883812,true,3000.0,202999.24519347842,178587.52254413793,6.087576640175982E8,1,127,"[0.0]","[35.0]","[0.0]","[0.9906849315068493]","[6.087576640175982E8]","[4.2002769747564197E8]","[178587.52254413793]","[1.8872996654195613E8]","[51.94730570978084]","[134925667]"
900,900,220.06656614731548,2.747417986517987,false,2949.6428548165654,334332.28020090726,199915.84913323226,7.196357490483022E8,1,314,"[0.0]","[23.0]","[0.0]","[0.993972602739726]","[7.196357490483022E8]","[4.951337858872181E8]","[199915.84913323226]","[2.2450196316108412E8]","[172.62986828573628]","[441921391]"
900,900,415.77539958814134,2.9682357284327656,true,2290.646580234281,339710.9526137768,81838.71276320457,1.5201661319673464E8,1,840,"[0.8649315068493151]","[35.0]","[137.0]","[0.9906849315068493]","[1.5201661319673464E8]","[1.0755242344135027E8]","[81838.71276320457]","[4.446418975538436E7]","[97.62578947688152]","[813273643]"
900,900,367.5475476929092,4.997648413993776,false,2822.216489986636,433654.6450972545,182450.80536286294,4.340539050403777E8,1,58,"[0.19717497837993658]","[18.0]","[186.0]","[0.9953424657534247]","[4.340539050403777E8]","[2.9979641142579216E8]","[182450.80536286294]","[1.3425749361458552E8]","[285.2070902953052]","[-1466264746]"
900,900,76.89942250325565,4.481567917827066,true,2294.3991742564085,176561.0301951812,155940.87267827961,3.7603738692748284E8,1,785,"[0.0]","[60.0]","[0.0]","[0.9838356164383562]","[3.7603738692748284E8]","[2.6095136217516345E8]","[155940.87267827961]","[1.1508602475231943E8]","[45.90385611900545]","[1423410362]"
900,900,424.32764087407196,2.9387236603961826,true,2187.8713351900697,378213.4113373072,90502.82994978699,1.6155914992297876E8,1,140,"[0.7789041095890411]","[33.0]","[160.0]","[0.9912328767123287]","[1.6155914992297876E8]","[1.1403306463083407E8]","[90502.82994978699]","[4.752608529214467E7]","[112.8086934457024]","[228655734]"
900,900,519.3405716472059,4.5388178716133964,false,1324.5682464040128,194781.75687810598,29959.258949893814,1.8237323585587144E7,1,396,"[0.9898630136986302]","[779.0]","[38.0]","[0.7868493150684932]","[1.8237323585587144E7]","[1.6314248686938632E7]","[29959.258949893814]","[1923074.8986485102]","[60.144113571485605]","[-1440100023]"
900,900,319.4130819726747,3.313083626017423,true,1836.2274343236127,282962.64844651526,126416.81385763314,2.0814201974394274E8,1,446,"[0.4501133786848073]","[56.0]","[183.0]","[0.9849315068493151]","[2.0814201974394274E8]","[1.4583778653715873E8]","[126416.81385763314]","[6.2304233206784E7]","[141.6827496807143]","[1342067418]"
900,900,384.7553395671477,0.3712240700277428,true,1838.2700005997588,411694.2315948774,58232.00038489053,1.179426953682539E8,1,564,"[0.9391780821917808]","[35.0]","[223.0]","[0.9906849315068493]","[1.179426953682539E8]","[8.447904077347592E7]","[58232.00038489053]","[3.3463654594777983E7]","[63.943859528413086]","[-608550847]"
900,900,430.7406040670572,1.6641009088184038,false,2436.511373869434,327986.65066496865,2049.7130302700575,3.840674400642576E7,1,731,"[0.9736986301369863]","[31.0]","[97.0]","[0.9917808219178083]","[3.840674400642576E7]","[3.0032653267189443E7]","[2049.7130302700575]","[8374090.7392363185]","[3.195020855131049]","[943948334]"
900,900,424.6019294766755,3.199542565625054,true,2124.9248572426623,375609.97415787156,96586.68564345565,1.640223746914386E8,1,651,"[0.7150684931506849]","[34.0]","[159.0]","[0.9909589041095891]","[1.640223746914386E8]","[1.1573133779783255E8]","[96586.68564345565]","[4.829103689360604E7]","[128.26666997433253]","[-603010600]"
900,900,431.5749296057113,1.6961000713045937,true,2004.3931351262715,295374.6842279868,43112.852215021,6.4237028636878096E7,1,157,"[0.9736986301369863]","[51.0]","[97.0]","[0.9863013698630136]","[6.4237028636878096E7]","[4.780972934384814E7]","[43112.852215021]","[1.6427299293029958E7]","[47.69112211295997]","[-1450814353]"
900,900,122.47777851764012,1.2922473723027756,true,1267.089434305468,376225.9266976073,255579.69158263685,4.639935788065928E8,1,125,"[0.0]","[42.0]","[0.0]","[0.9887671232876712]","[4.639935788065928E8]","[3.2077576498431283E8]","[255579.69158263685]","[1.4321781382227996E8]","[144.8061863475765]","[-1107053030]"
900,900,240.08526089413013,2.6053520378969504,false,1321.6594351238064,221308.07432971353,115017.92957836298,1.6836256041590786E8,1,79,"[0.5569334836527621]","[101.0]","[166.0]","[0.9726027397260274]","[1.6836256041590786E8]","[1.1880892780273296E8]","[115017.92957836298]","[4.955363261317491E7]","[112.5390233118159]","[1439562157]"
900,900,121.89468484933987,1.2576127000277153,true,1214.7453140331386,312941.8776538172,212055.15757113317,3.664968487532127E8,1,752,"[0.0]","[54.0]","[0.0]","[0.9854794520547945]","[3.664968487532127E8]","[2.542124543058226E8]","[212055.15757113317]","[1.1228439444739006E8]","[117.79907964603191]","[-1130815219]"
900,900,50.0,3.8393051984284403,true,1338.8475341806316,229950.77726090516,215766.65389677542,3.3508532146339196E8,1,455,"[0.0]","[102.0]","[0.0]","[0.9723287671232876]","[3.3508532146339196E8]","[2.3307566870032066E8]","[215766.65389677542]","[1.0200965276307128E8]","[31.912022791018472]","[490901722]"
900,900,180.67794701022376,0.8611275812680197,false,1220.2573886300652,377372.3578920571,212359.68411653856,4.0388232088565314E8,1,301,"[0.0]","[54.0]","[0.0]","[0.9854794520547945]","[4.0388232088565314E8]","[2.796893081781321E8]","[212359.68411653856]","[1.2419301270752104E8]","[152.5092462265565]","[1627685878]"
900,900,182.15569566125896,6.0,false,3000.0,298876.34772094357,220453.20614369216,5.561950707903508E8,1,397,"[0.0]","[25.0]","[0.0]","[0.9934246575342466]","[5.561950707903508E8]","[3.838710785594638E8]","[220453.20614369216]","[1.7232399223088697E8]","[162.04550390561946]","[1939706127]"
900,900,50.0,5.927433634951187,false,2376.362886771658,182960.70038059837,172614.38157650366,3.6441150597346115E8,1,565,"[0.0]","[70.0]","[0.0]","[0.9810958904109589]","[3.6441150597346115E8]","[2.5317908156280822E8]","[172614.38157650366]","[1.1123242441065294E8]","[25.737352800970932]","[1050484750]"
900,900,200.70869476264946,3.9314896449970296,true,1000.0,420623.658952662,274166.81029341207,2.63717560354945E8,1,468,"[0.0]","[59.0]","[0.0]","[0.9841095890410959]","[2.63717560354945E8]","[1.8390913609034646E8]","[274166.81029341207]","[7.980842426459856E7]","[227.25291326317097]","[1044474476]"
900,900,567.7120026948567,3.428843062055509,true,1859.3625956883436,119693.66056769545,17240.704831638606,903268.6109513775,1,426,"[0.9980821917808219]","[0.0]","[8.0]","[0.0]","[903268.6109513775]","[4597441.729152755]","[17240.704831638606]","[-3694173.1182013773]","[23.789857026400174]","[895463379]"
900,900,50.0,1.2725718903197218,false,1795.1820222915417,354930.5601909775,326200.63594711106,9.374510578413177E8,2,465,"[0.0,0.0]","[47.0,47.0]","[0.0,0.0]","[0.9873972602739726,0.9873972602739726]","[9.374510578413177E8,9.375088617199831E8]","[6.4499342814436E8,6.450328315847273E8]","[326239.4317489182,326200.63594711106]","[2.9245762969695777E8,2.9247603013525575E8]","[49.00707728545515,49.07125066157527]","[-2013081950,322521479]"
900,900,169.25165886638416,6.0,false,2517.4051743372024,405689.55027530337,299522.460931999,6.363802826900694E8,1,771,"[0.0]","[20.0]","[0.0]","[0.9947945205479453]","[6.363802826900694E8]","[4.385497102162309E8]","[299522.460931999]","[1.9783057247383857E8]","[216.16899854026997]","[684804047]"
900,900,50.0,5.522445202073766,false,2293.8923277427184,298728.8639611467,281645.9810703287,6.243179289639649E8,1,862,"[0.0]","[43.0]","[0.0]","[0.9884931506849315]","[6.243179289639649E8]","[4.308903628304529E8]","[281645.9810703287]","[1.9342756613351208E8]","[42.02957432559751]","[-665637352]"
900,900,307.92796482206376,0.9354092284702932,false,2168.3487922880413,181522.00361679995,38645.660919473135,1.2036021727602421E8,1,708,"[0.9827397260273972]","[75.0]","[64.0]","[0.9797260273972602]","[1.2036021727602421E8]","[8.590210836985704E7]","[38645.660919473135]","[3.4458108906167164E7]","[46.357889008461434]","[1951534127]"
900,900,60.08648279732247,0.37665321906789284,true,2165.336587952661,353004.2929377821,286928.9690228221,1.0607885543894286E9,1,832,"[0.0]","[23.0]","[0.0]","[0.993972602739726]","[1.0607885543894286E9]","[7.288330881243647E8]","[286928.9690228221]","[3.3195546626506394E8]","[82.79409061721144]","[1979051373]"
900,900,195.8369332437315,1.4898680449657955,false,2071.5237211732465,358586.1558875025,186803.22256077777,5.52365041255584E8,1,830,"[0.0]","[28.0]","[0.0]","[0.9926027397260274]","[5.52365041255584E8]","[3.808157802097354E8]","[186803.22256077777]","[1.7154926104584855E8]","[158.975142172863]","[1896462527]"
900,900,433.445140512162,2.0824129701626863,true,2025.2876425982652,277333.1217695094,43705.66804092907,6.451482269907358E7,1,729,"[0.9761643835616438]","[55.0]","[88.0]","[0.9852054794520548]","[6.451482269907358E7]","[4.8026822906250186E7]","[43705.66804092907]","[1.6487999792823397E7]","[52.881808864473626]","[1434250180]"
900,900,443.8871472809386,1.7284940201225256,false,2034.909522437388,277375.35247416404,2222.646948261658,2.2153322389304478E7,1,775,"[0.9786301369863014]","[54.0]","[79.0]","[0.9854794520547945]","[2.2153322389304478E7]","[1.896683728570158E7]","[2222.646948261658]","[3186485.103602898]","[3.7483075486143047]","[350924458]"
900,900,50.0,0.0,true,2230.933051365252,321704.15188973997,289243.1205466105,1.1614893345062609E9,1,892,"[0.0]","[41.0]","[0.0]","[0.989041095890411]","[1.1614893345062609E9]","[7.98134630463738E8]","[289243.1205466105]","[3.6335470404252285E8]","[42.399410208793164]","[-961045535]"
900,900,444.9546991461268,5.446152903588864,true,2674.9231384017953,211397.28015468095,80942.78672478296,1.3454660297205353E8,1,601,"[0.7572602739726028]","[57.0]","[56.0]","[0.9846575342465753]","[1.3454660297205353E8]","[9.563503529613952E7]","[80942.78672478296]","[3.891156767591402E7]","[124.09191439050967]","[-1813203711]"
900,900,124.37714502261876,4.253418388448804,true,2949.4023595735116,105158.6764968929,80891.81725336237,2.3492883064414662E8,1,350,"[0.9978082191780822]","[71.0]","[9.0]","[0.9808219178082191]","[2.3492883064414662E8]","[1.6442797156506675E8]","[80891.81725336237]","[7.050085907907987E7]","[45.69561665207254]","[570516222]"
900,900,56.50183418294279,4.366481292353427,true,2030.6049125480195,289248.6737205365,255220.78352377375,5.639954070632899E8,1,844,"[0.0]","[29.0]","[0.0]","[0.9923287671232877]","[5.639954070632899E8]","[3.894156325017401E8]","[255220.78352377375]","[1.745797745615498E8]","[74.59025547439526]","[222203807]"
900,900,161.07669084787295,1.8168916788884832,true,1954.1454059844543,323691.1632207802,203397.49787603633,5.2117422621988404E8,1,420,"[0.0]","[33.0]","[0.0]","[0.9912328767123287]","[5.2117422621988404E8]","[3.597356840676982E8]","[203397.49787603633]","[1.6143854215218586E8]","[142.6916226691032]","[-256528835]"
900,900,133.985564984193,5.777672103373671,false,1587.1764891989192,100000.0,78494.91322230191,9.243858685755113E7,1,422,"[1.0]","[176.0]","[1.0]","[0.9232876712328767]","[9.243858685755113E7]","[6.712218998905155E7]","[78494.91322230191]","[2.531639686849957E7]","[45.785086639990084]","[-1916333721]"
900,900,292.4421857782812,2.4807851038751565,true,1789.2989690932914,207608.1062965002,80244.89100248415,1.3388278625467439E8,1,230,"[0.9663013698630137]","[80.0]","[93.0]","[0.9783561643835617]","[1.3388278625467439E8]","[9.518825886222348E7]","[80244.89100248415]","[3.8694527392450914E7]","[88.74979557469895]","[714902328]"
900,900,135.73555383760976,4.157838822919616,true,2058.86090971713,158090.50584157355,121425.90838851836,2.502414574691596E8,1,749,"[0.020713463751438434]","[74.0]","[587.0]","[0.98]","[2.502414574691596E8]","[1.7486411757332072E8]","[121425.90838851836]","[7.537733989583889E7]","[68.89925709238521]","[1822174552]"
900,900,416.39554464599587,2.9755211768916667,true,2068.7799372128356,369200.8833489576,89274.36996562245,1.4865163795066518E8,2,449,"[0.7926027397260273,0.7906849315068493]","[36.0,36.0]","[155.0,156.0]","[0.9904109589041096,0.9904109589041096]","[1.4865163795066518E8,1.488042003794716E8]","[1.0522794383424948E8,1.0537641233848682E8]","[89468.04426613092,89274.36996562245]","[4.342369411641571E7,4.342778804098477E7]","[104.09000043933202,102.32807345201965]","[-1699798788,-1343686898]"
900,900,449.3802705896058,2.432770902547983,true,1630.2540319812022,398066.1544175043,68646.6933581045,8.308219078719871E7,1,676,"[0.9443835616438356]","[47.0]","[148.0]","[0.9873972602739726]","[8.308219078719871E7]","[6.061955463627536E7]","[68646.6933581045]","[2.2462636150923345E7]","[71.8932733996843]","[2128602862]"
900,900,210.58971741967514,5.066892697329421,false,2007.3215352545035,100000.0,67542.10634345115,1.0892769545510417E8,1,556,"[1.0]","[166.0]","[1.0]","[0.9547945205479452]","[1.0892769545510417E8]","[7.832646775969191E7]","[67542.10634345115]","[3.0601227695412256E7]","[58.90237127075958]","[1638266481]"
900,900,423.32005524682785,1.1774115719124814,false,2752.873431182211,446216.56197031465,7383.556582336579,9.870498595465352E7,1,436,"[0.9561643835616438]","[19.0]","[161.0]","[0.9950684931506849]","[9.870498595465352E7]","[7.105447492853794E7]","[7383.556582336579]","[2.765051102611558E7]","[10.868769977251732]","[1980761428]"
900,900,55.06628785480538,4.4164094582418425,true,1967.7751291695809,395581.42252445256,349104.69969280856,7.486922827328718E8,1,114,"[0.0]","[21.0]","[0.0]","[0.9945205479452055]","[7.486922827328718E8]","[5.157110523733911E8]","[349104.69969280856]","[2.3298123035948074E8]","[102.28453543306782]","[967929326]"
900,900,181.76898796986004,2.83593523184167,false,1251.4438906208936,163174.16690872327,109239.54128973444,1.5250191834049466E8,1,730,"[0.5702175755863238]","[153.0]","[133.0]","[0.9583561643835616]","[1.5250191834049466E8]","[1.0809452992791371E8]","[109239.54128973444]","[4.440738841258096E7]","[80.43654128646637]","[714274730]"
900,900,522.9113683649618,6.0,true,2665.558521565463,109530.66172813065,37379.67266971917,4.4431888740333095E7,1,418,"[0.9989041095890411]","[437.0]","[5.0]","[0.8805479452054794]","[4.4431888740333095E7]","[3.4203694718464516E7]","[37379.67266971917]","[1.0228194021868577E7]","[63.09421101735441]","[1590287428]"
900,900,146.15079261887118,5.206641685979919,true,1027.5150273108802,274101.02278692566,214463.31414441552,1.892041268908286E8,1,268,"[0.0]","[97.0]","[0.0]","[0.9736986301369863]","[1.892041268908286E8]","[1.3318274546843243E8]","[214463.31414441552]","[5.602138142239618E7]","[122.59925502291198]","[-440005536]"
900,900,118.20587477350776,5.065834994247422,true,1766.296736043411,386566.77738015284,321833.35267962544,5.50033969528948E8,1,312,"[0.0]","[36.0]","[0.0]","[0.9904109589041096]","[5.50033969528948E8]","[3.797531297149945E8]","[321833.35267962544]","[1.7028083981395343E8]","[138.54738290439855]","[182941821]"
900,900,103.73284420946297,1.3959970904905714,true,1855.4491338175449,295319.2700110526,225378.60115044957,6.165489179354426E8,1,682,"[0.0]","[40.0]","[0.0]","[0.9893150684931507]","[6.165489179354426E8]","[4.2514256564599085E8]","[225378.60115044957]","[1.9140635228945175E8]","[97.52670961755548]","[1469600624]"
900,900,194.67664076785212,5.081853837503701,false,2034.4038300507448,100000.0,67537.89652668925,1.1071515304042736E8,1,680,"[1.0]","[146.0]","[1.0]","[0.9602739726027397]","[1.1071515304042736E8]","[7.956313459229083E7]","[67537.89652668925]","[3.115201844813652E7]","[59.47980549486447]","[1667188231]"
900,900,72.48020150154484,2.631328704896603,false,2862.9588300251717,271120.9122489636,234224.2291405702,9.179344400287962E8,1,261,"[0.0]","[28.0]","[0.0]","[0.9926027397260274]","[9.179344400287962E8]","[6.314080182142644E8]","[234224.2291405702]","[2.865264218145318E8]","[69.9041619908364]","[-796965093]"
900,900,136.41542028082563,4.5126984569547695,false,1718.989510505015,400967.87240269687,308984.4998182637,5.506189155140634E8,1,822,"[0.0]","[31.0]","[0.0]","[0.9917808219178083]","[5.506189155140634E8]","[3.8008048113674384E8]","[308984.4998182637]","[1.7053843437731948E8]","[183.35219693045397]","[-218502149]"
900,900,310.76120193187586,4.998311993463474,true,3000.0,169742.3535908882,91040.25084901945,2.0857893055268753E8,1,748,"[0.7032876712328767]","[55.0]","[57.0]","[0.9852054794520548]","[2.0857893055268753E8]","[1.4614174602182385E8]","[91040.25084901945]","[6.243718453086366E7]","[106.26259491441748]","[734892306]"
900,900,538.3725179306731,4.134054245936731,true,2505.7628898484645,450000.0,81301.12301735692,1.2531195539637816E8,1,402,"[0.7835616438356164]","[22.0]","[121.0]","[0.9942465753424657]","[1.2531195539637816E8]","[8.948506008597396E7]","[81301.12301735692]","[3.58268953104042E7]","[106.67912695709465]","[-994154858]"
900,900,68.19065358606099,0.8265234909864709,true,1325.3907912139223,439798.4656240319,363532.16790814826,7.805703731249232E8,1,637,"[0.0]","[35.0]","[0.0]","[0.9906849315068493]","[7.805703731249232E8]","[5.374366726309137E8]","[363532.16790814826]","[2.4313370049400952E8]","[106.91355425479895]","[-1209107840]"
900,900,347.05495490963716,2.9783492090279067,true,2642.731204331507,432111.1363947074,155289.7931963978,3.834827707349291E8,1,642,"[0.1080773606370876]","[20.0]","[616.0]","[0.9947945205479453]","[3.834827707349291E8]","[2.6531331841976434E8]","[155289.7931963978]","[1.1816945231516477E8]","[183.46267520743135]","[-1101974327]"
900,900,119.59758320497966,1.475504476576117,false,1267.9967376179852,385265.8203770997,263786.80931431334,4.8973035329117167E8,1,664,"[0.0]","[39.0]","[0.0]","[0.9895890410958904]","[4.8973035329117167E8]","[3.3845509343723834E8]","[263786.80931431334]","[1.5127525985393336E8]","[152.4597822498508]","[-1422550556]"
900,900,74.13772227614943,4.420560047573641,false,1853.5574798255977,365788.36441627424,322553.61729851237,6.591156694240814E8,1,290,"[0.0]","[33.0]","[0.0]","[0.9912328767123287]","[6.591156694240814E8]","[4.545493861075291E8]","[322553.61729851237]","[2.0456628331655234E8]","[96.17924950799654]","[-158663555]"
900,900,71.00598170544255,2.751863409793947,true,1221.1687449322008,392636.6337310946,340279.4677747551,5.425600130906599E8,1,76,"[0.0]","[46.0]","[0.0]","[0.9876712328767123]","[5.425600130906599E8]","[3.7482772643697214E8]","[340279.4677747551]","[1.6773228665368778E8]","[99.28441767743242]","[117345849]"
900,900,244.19650103187757,0.8383514719991871,true,2998.8738267694907,272675.63446616946,110681.18480124441,4.584483792567862E8,1,74,"[0.32830399552947753]","[28.0]","[614.0]","[0.9926027397260274]","[4.584483792567862E8]","[3.165383309279463E8]","[110681.18480124441]","[1.4191004832883987E8]","[94.60738217983793]","[-877578346]"
900,900,537.2785324607191,4.393392842591387,false,2666.0099539159346,276849.8730140998,20107.50088754537,5.191288130253308E7,1,313,"[0.9841095890410959]","[39.0]","[59.0]","[0.9895890410958904]","[5.191288130253308E7]","[3.923082586107063E7]","[20107.50088754537]","[1.2682055441462448E7]","[42.514205115995274]","[-778737184]"
900,900,203.82440726593703,1.747134050675757,false,2066.8791194464757,331613.7421720542,179002.65834954643,5.064623152245992E8,1,551,"[0.0]","[32.0]","[0.0]","[0.9915068493150685]","[5.064623152245992E8]","[3.495806564139223E8]","[179002.65834954643]","[1.5688165881067687E8]","[154.3025252429171]","[-61260368]"
900,900,83.18577512925555,3.496334108404401,true,2226.984400309627,179335.0112220407,156928.44707380162,4.158474967361625E8,1,216,"[0.0]","[66.0]","[0.0]","[0.9821917808219178]","[4.158474967361625E8]","[2.8820174708904314E8]","[156928.44707380162]","[1.2764574964711936E8]","[45.86837411428892]","[-120806293]"
900,900,83.3989788406202,3.562362762369611,true,1992.6910767358147,165659.4811121751,145070.25708720583,3.3740914185166353E8,1,511,"[0.0]","[82.0]","[0.0]","[0.9778082191780821]","[3.3740914185166353E8]","[2.3455914652975708E8]","[145070.25708720583]","[1.0284999532190643E8]","[42.6126172569075]","[-1583179330]"
900,900,50.0,6.0,true,1539.6769718120572,102049.29980544739,96319.59792140128,1.1477517382607614E8,1,850,"[0.7684931506849315]","[407.0]","[15.0]","[0.8887671232876713]","[1.1477517382607614E8]","[8.246409608775197E7]","[96319.59792140128]","[3.2311077738324165E7]","[14.443092856248745]","[-1927218811]"
900,900,437.97685341937444,5.094794778663725,true,3000.0,164703.2452813725,58870.260709018374,1.0948900997290508E8,1,209,"[0.9871232876712329]","[70.0]","[33.0]","[0.9810958904109589]","[1.0948900997290508E8]","[7.852066761650042E7]","[58870.260709018374]","[3.0968342356404666E7]","[88.62521617274308]","[-300278722]"
900,900,173.09483687080822,2.3810942783678795,false,1943.2336514364833,295663.7449434876,192240.3125489479,4.8084441698934835E8,1,326,"[0.0]","[39.0]","[0.0]","[0.9895890410958904]","[4.8084441698934835E8]","[3.3221512459132594E8]","[192240.3125489479]","[1.486292923980224E8]","[138.9429524383897]","[-970262655]"
900,900,552.7525403696824,3.822391264950851,true,2961.7172775272634,302068.8662040123,50592.51285283588,8.850651139838119E7,1,513,"[0.9775342465753425]","[32.0]","[74.0]","[0.9915068493150685]","[8.850651139838119E7]","[6.429798850349972E7]","[50592.51285283588]","[2.4208522894881472E7]","[69.18487815424642]","[784334571]"
900,900,475.8180639919672,3.4468536451802847,false,1792.4355587001478,129049.92172879484,11222.636940650591,7188945.951286751,1,119,"[0.9964383561643836]","[0.0]","[14.0]","[0.0]","[7188945.951286751]","[8800307.01839661]","[11222.636940650591]","[-1611361.0671098598]","[20.99666738981899]","[1606505960]"
900,900,390.66631486840214,2.789127608052441,false,1000.0,391052.21018461115,90266.94082986054,8.754288922082022E7,1,806,"[0.8054794520547945]","[92.0]","[164.0]","[0.9750684931506849]","[8.754288922082022E7]","[6.353578257368641E7]","[90266.94082986054]","[2.4007106647133812E7]","[135.50683017894104]","[236279724]"
900,900,450.6641684863872,1.9029452850989519,true,1857.208414140675,292415.85335683613,44791.12630365123,5.9655588780947335E7,1,777,"[0.9739726027397261]","[62.0]","[96.0]","[0.9832876712328767]","[5.9655588780947335E7]","[4.467678666330439E7]","[44791.12630365123]","[1.4978802117642945E7]","[54.242475771075505]","[-28103200]"
900,900,440.2389001637605,1.576509862290601,false,2890.400108585949,337021.9426890453,1675.1472093421055,4.983496649731903E7,1,120,"[0.9726027397260274]","[25.0]","[101.0]","[0.9934246575342466]","[4.983496649731903E7]","[3.783119772057981E7]","[1675.1472093421055]","[1.2003768776739221E7]","[2.84752641608952]","[-1766821898]"
900,900,600.0,2.3307068796708936,true,2698.9014046664242,218166.93210892245,22896.754796309546,2.428276135541433E7,1,756,"[0.9895890410958904]","[71.0]","[39.0]","[0.9808219178082191]","[2.428276135541433E7]","[2.0591542378454342E7]","[22896.754796309546]","[3691218.9769599875]","[27.778154911640232]","[1509201890]"
900,900,352.1227125677712,3.0363824592342414,true,2687.796109272371,445373.5685371429,161991.64898155318,4.056038459407063E8,2,69,"[0.02849002849002849,0.02678062678062678]","[19.0,19.0]","[985.0,987.0]","[0.9950684931506849,0.9950684931506849]","[4.06191734012287E8,4.056038459407063E8]","[2.808381386323182E8,2.8036960977016354E8]","[162129.43354684405,161991.64898155318]","[1.2535359537996885E8,1.2523423617054279E8]","[195.9012648173659,198.1684221251494]","[-2051090828,-590089759]"
900,900,380.3139165133028,2.579274818539501,true,2711.495080033359,262535.6894732815,69394.2062761017,1.662138705355275E8,1,339,"[0.9635616438356165]","[38.0]","[106.0]","[0.9898630136986302]","[1.662138705355275E8]","[1.1721844712607276E8]","[69394.2062761017]","[4.899542340945473E7]","[81.20494088143998]","[-283920704]"
900,900,50.0,2.6147980141316753,true,1227.9979483894951,397256.81789347995,370163.3081470004,6.228895112858398E8,1,472,"[0.0]","[62.0]","[0.0]","[0.9832876712328767]","[6.228895112858398E8]","[4.2983402020698744E8]","[370163.3081470004]","[1.930554910788524E8]","[54.977321247547636]","[1624570653]"
900,900,520.4719287217754,1.9932191120071292,true,3000.0,316284.4025788434,40031.49111596124,8.204597582017413E7,1,852,"[0.9767123287671233]","[29.0]","[86.0]","[0.9923287671232877]","[8.204597582017413E7]","[6.005478066205506E7]","[40031.49111596124]","[2.199119515811906E7]","[45.981601360311814]","[-1315074039]"
900,900,456.3380880421625,5.300175234153282,false,1966.9910853075642,220775.73910828616,75569.91272164063,1.0302320503175686E8,1,848,"[0.8093150684931507]","[87.0]","[56.0]","[0.9764383561643836]","[1.0302320503175686E8]","[7.412412718731721E7]","[75569.91272164063]","[2.889907784443965E7]","[133.63867436914322]","[1495673247]"
900,900,480.13070233110585,6.0,true,1955.7179460734524,247580.0956287254,93051.23576406496,1.0217471544639313E8,2,432,"[0.6175342465753425,0.6161643835616438]","[81.0,81.0]","[66.0,67.0]","[0.9780821917808219,0.9780821917808219]","[1.0217471544639313E8,1.0229434172758995E8]","[7.356264272900423E7,7.362222200239749E7]","[93051.23576406496,93190.73767698319]","[2.8612072717388894E7,2.8672119725192457E7]","[152.64811277060653,152.49062506438526]","[-1958922792,-1639005312]"
900,900,115.96101571200452,4.845089919377861,true,1437.6896299135724,235001.03086011094,195196.17332782375,2.679434383252328E8,2,186,"[0.0,0.0]","[78.0,78.0]","[0.0,0.0]","[0.9789041095890411,0.9789041095890411]","[2.679577527321751E8,2.679434383252328E8]","[1.8705563645654798E8,1.8703065071949345E8]","[195203.32013790734,195196.17332782375]","[8.090211627562715E7,8.091278760573934E7]","[85.10784590448021,85.64759674788252]","[1293293068,-653809854]"
900,900,349.30526577036346,3.8553862759751034,true,1225.601136245686,376835.0708140976,159940.88999636302,1.554605784110491E8,1,289,"[0.1542644533485976]","[68.0]","[564.0]","[0.9816438356164383]","[1.554605784110491E8]","[1.0990674904450522E8]","[159940.88999636302]","[4.555382936654387E7]","[203.5177591900624]","[-2070222751]"
900,900,88.13197660207145,3.4607339096435883,false,2184.3819369657494,166085.8384658488,134909.8440819782,3.4635744523273087E8,2,45,"[0.0,0.0]","[52.0,52.0]","[0.0,0.0]","[0.986027397260274,0.986027397260274]","[3.464622972635474E8,3.4635744523273087E8]","[2.4071957298233074E8,2.4064383608631533E8]","[134940.91789395796,134909.8440819782]","[1.0574272428121671E8,1.0571360914641556E8]","[60.01616651409884,59.07632833862155]","[-84107459,-462994444]"
900,900,569.9642849479916,1.8632163844153358,true,1982.8527783934892,381361.37254679453,39597.66885558732,4.097454680697819E7,1,488,"[0.9753424657534246]","[42.0]","[91.0]","[0.9887671232876712]","[4.097454680697819E7]","[3.202193523486365E7]","[39597.66885558732]","[8952611.57211454]","[50.85385787468428]","[606436106]"
900,900,471.85663529427836,3.1783248774650823,false,1432.671354025822,450000.0,25569.3058092849,4.6900246638352185E7,2,631,"[0.9575342465753425,0.9572602739726027]","[45.0,45.0]","[121.0,122.0]","[0.9879452054794521,0.9879452054794521]","[4.6900246638352185E7,4.7477712224524975E7]","[3.5822302291431315E7,3.621524865906568E7]","[25589.127290941575,25569.3058092849]","[1.107794434692087E7,1.1262463565459292E7]","[46.4217091845688,48.48025820738559]","[-1649990035,-2053794982]"
900,900,50.0,5.333888091706144,true,1473.072789881216,333596.5069990857,314464.4489089453,4.493106695271921E8,2,347,"[0.0,0.0]","[62.0,62.0]","[0.0,0.0]","[0.9832876712328767,0.9832876712328767]","[4.493701856355685E8,4.493106695271921E8]","[3.1123559453449464E8,3.111819731299631E8]","[314464.4489089453,314477.01414460916]","[1.3813459110107383E8,1.38128696397229E8]","[47.130805430032105,46.512011337895444]","[1936069267,-135095184]"
