output,nbBoats,LongueurFilet,LongueurFiletEtrangers,SortieSemaine,ReserveIntegrale,PrixPoisson,CoutMaintenance
"[om_sumBiomass,om_capitalTotal]","[0.725329178420151,0.36081698958181685]","[0.040596645253560236,0.08151853956690237]","[0.03991831449399144,0.08356425223477613]","[2.1889084269850507E-7,8.045318316027555E-6]","[0.3095953752826436,0.4031749382326554]","[2.0193774055812457E-7,0.21733967037666457]","[1.396700324594159E-7,3.222396256765014E-4]"
