output,nbBoats,LongueurFilet,LongueurFiletEtrangers,SortieSemaine,ReserveIntegrale,PrixPoisson,CoutMaintenance
"[om_sumBiomass,om_capitalTotal]","[0.6861253515608586,0.34657946151839125]","[0.01136863215639164,-0.022841731849689524]","[-4.1309932020212414E-4,0.05356294188528409]","[-1.6380925360560237E-4,6.980371432474886E-4]","[0.4386592549765812,0.3255544453931444]","[3.3788158313997256E-4,0.19344260435903113]","[1.0620863533050771E-4,2.4146085716157022E-4]"
