"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"modelv0.nlogo"
"mathias_et_al"
"08/27/2024 11:24:46:174 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-70","70","-70","70"
"[run number]","LongueurFilet","PropBiomassPecheSenegalais","QtéMaxPoissonPirogueEtrangers","PrixPoisson","BiomassInit","nbBoats","LongueurFiletEtrangers","ReserveIntegrale","satifsactionCapitalG","SatisfactionCapital","satisfactionBiomassG","ZonesExclusionPeche","SortieSemaine","capital_totalI","PropBiomassPecheEtrangers","QtéMaxPoissonPirogue","CoutMaintenance","ProportionSenegalais","[step]","sumBiomass","biomassfished","capital_moyen_1","capital_moyen_2","meanMST","medianMFET","MFETb","MFETc","MSTb","MSTc"
"68","2000","1","31","1900","0","350","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","0","0","0","100000","100000","0","0","0","0","0","0"
"66","2000","1","31","1900","0","350","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","0","0","0","100000","100000","0","0","0","0","0","0"
"70","2000","1","31","1900","0","350","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","0","0","0","100000","100000","0","0","0","0","0","0"
"69","2000","1","31","1900","0","350","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","0","0","0","100000","100000","0","0","0","0","0","0"
"71","2000","1","31","1900","0","400","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","0","0","0","100000","100000","0","0","0","0","0","0"
"72","2000","1","31","1900","0","400","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","0","0","0","100000","100000","0","0","0","0","0","0"
"75","2000","1","31","1900","0","400","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","0","0","0","100000","100000","0","0","0","0","0","0"
"74","2000","1","31","1900","0","400","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","0","0","0","100000","100000","0","0","0","0","0","0"
"73","2000","1","31","1900","0","400","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","0","0","0","100000","100000","0","0","0","0","0","0"
"76","2000","1","31","1900","0","400","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","0","0","0","100000","100000","0","0","0","0","0","0"
"79","2000","1","31","1900","0","400","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","0","0","0","100000","100000","0","0","0","0","0","0"
"78","2000","1","31","1900","0","400","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","0","0","0","100000","100000","0","0","0","0","0","0"
"77","2000","1","31","1900","0","400","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","0","0","0","100000","100000","0","0","0","0","0","0"
"80","2000","1","31","1900","0","400","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","0","0","0","100000","100000","0","0","0","0","0","0"
"82","2000","1","31","1900","40000","50","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","31165.03542294516","9.131682027652891","2.384395656725121E7","2.1282177021680167E8","0.8908967807457321","398.5","1","203","1","0.9446423677719923"
"86","2000","1","31","1900","40000","50","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","31142.90006696793","9.163377827303123","2.3847137323510535E7","2.128076142078424E8","0.8908000580336273","397","1","204","1","0.9443683200876952"
"84","2000","1","31","1900","40000","50","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","31160.688959760333","9.146934546655984","2.3829973908873603E7","2.1267395065859234E8","0.8907919978076185","398","1","203","1","0.9446423677719923"
"81","2000","1","31","1900","40000","50","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","31159.106389819415","9.152680573632672","2.3836062212307483E7","2.1274158103851834E8","0.8907919978076185","398.5","1","203","1","0.9446423677719923"
"85","2000","1","31","1900","40000","50","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","31151.53278697551","9.105439488203803","2.3825609921841804E7","2.1275903629456037E8","0.890808118259636","397.5","1","203","1","0.9446423677719923"
"83","2000","1","31","1900","40000","50","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","31163.469061191518","9.041013201895774","2.3832495917371504E7","2.1289325799539155E8","0.8908484193896796","397","1","203","1","0.9446423677719923"
"87","2000","1","31","1900","40000","50","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","31146.746245714883","8.850616673926977","2.3832866328005332E7","2.1273210251875365E8","0.8908000580336273","398.5","1","203","1","0.9446423677719923"
"89","2000","1","31","1900","40000","50","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","31150.477586960587","8.600665591301317","2.3814615022720166E7","2.1277850075347853E8","0.8908161784856448","399","1","204","1","0.9443683200876952"
"88","2000","1","31","1900","40000","50","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","31158.78254339387","9.04873191551164","2.3823330617532745E7","2.1275255707983667E8","0.8908806602937147","398","1","203","1","0.9446423677719923"
"90","2000","1","31","1900","40000","50","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","31147.254096350713","9.236782227903053","2.382161983241673E7","2.1278371245501083E8","0.8907355762255574","398.5","1","203","1","0.9446423677719923"
"91","2000","1","31","1900","40000","100","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","14047.37293263265","11.630138995581124","5310336.146751183","9.264144096769024E7","0.5232080774211576","1709","1","196","1","0.9465607015620718"
"92","2000","1","31","1900","40000","100","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","14040.83953698963","11.552452316898968","5301783.697625265","9.265248888541885E7","0.5225471388884411","1710.5","1","196","1","0.9465607015620718"
"93","2000","1","31","1900","40000","100","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","14077.910944768817","11.94361856807262","5323989.257472497","9.273364968205099E7","0.5249463994970419","1693.5","1","196","1","0.9465607015620718"
"94","2000","1","31","1900","40000","100","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","14076.02487933429","11.649321589693368","5324763.844873437","9.267161515490635E7","0.5247959419448788","1707.5","1","196","1","0.9465607015620718"
"96","2000","1","31","1900","40000","100","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","13998.505872779042","11.519414927558117","5309613.522083707","9.271425769044656E7","0.5231919569691401","1718","1","196","1","0.9465607015620718"
"95","2000","1","31","1900","40000","100","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","14034.786739480392","11.688576849197887","5297562.720935905","9.267438831013417E7","0.5221280071359867","1707.5","1","195","1","0.9468347492463689"
"97","2000","1","31","1900","40000","100","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","14081.490335644177","11.742033138099716","5307696.518292392","9.2713449184279E7","0.523132848645076","1698","1","196","1","0.9465607015620718"
"98","2000","1","31","1900","40000","100","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","14012.87892315233","11.838023128720858","5326365.727568782","9.26667905830218E7","0.5247368336208147","1699.5","1","196","1","0.9465607015620718"
"100","2000","1","31","1900","40000","100","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","14030.773158304453","11.573144178325059","5323374.929946584","9.273681707691759E7","0.525002821079103","1696","1","195","1","0.9468347492463689"
"99","2000","1","31","1900","40000","100","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","14011.284352228005","11.53140897742578","5299079.744270037","9.269362052347262E7","0.5221495010720101","1698","1","196","1","0.9465607015620718"
"102","2000","1","31","1900","40000","150","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","6284.066464691836","6.6130214605469435","-2701444.1059449282","4.1011850246443816E7","0.4857757161510809","50.5","1","359","1","0.9018909290216498"
"101","2000","1","31","1900","40000","150","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","6240.405030713681","6.614082500223224","-2733428.2036393723","4.0885674758774444E7","0.4857253397385263","50.5","1","359","1","0.9018909290216498"
"103","2000","1","31","1900","40000","150","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","6207.153319628672","6.503542930599573","-2743981.792997093","4.084589654396419E7","0.4857495204165525","51","1","359","1","0.9018909290216498"
"104","2000","1","31","1900","40000","150","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","6264.662715816111","6.871145983377966","-2734510.1015181653","4.086435668734798E7","0.4857575806425612","50.5","1","358","1","0.9021649767059469"
"106","2000","1","31","1900","40000","150","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","6154.517330061049","6.588016055797119","-2747832.2785947677","4.084785296433161E7","0.4857757161510809","51","1","359","1","0.9018909290216498"
"105","2000","1","31","1900","40000","150","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","6276.665287490897","6.646847227193448","-2734012.339473376","4.091743309602568E7","0.4857475053600503","49.5","1","359","1","0.9018909290216498"
"107","2000","1","31","1900","40000","150","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","6236.238148739447","6.462390310711265","-2738520.1406066124","4.088640566510877E7","0.48576564086856994","51","1","358","1","0.9021649767059469"
"108","2000","1","31","1900","40000","150","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","6137.992080306628","6.14169625721153","-2778257.133694356","4.068006717500394E7","0.48573944513404155","50.5","1","360","1","0.9016168813373527"
"109","2000","1","31","1900","40000","150","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","6193.160510066217","6.775569138661112","-2769257.419752698","4.075045578575636E7","0.4857978817726049","51","1","359","1","0.9018909290216498"
"110","2000","1","31","1900","40000","150","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","6218.7504464154235","6.40937037863863","-2752999.982030337","4.074599535291088E7","0.4857354150210372","50.5","1","359","1","0.9018909290216498"
"111","2000","1","31","1900","40000","200","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","0.42545842993050464","6.700249993532585E-4","-9556705.709923541","-2610675.323566141","0.1187123520276842","83","1","0","1","0"
"112","2000","1","31","1900","40000","200","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","0.45476996568333455","5.905539812134533E-4","-9558813.151232505","-2617718.361232879","0.11807425080199249","83","1","0","1","0"
"113","2000","1","31","1900","40000","200","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","0.4813098266625892","5.852656057680662E-4","-9553642.898047691","-2588371.4982775734","0.11947001327250549","82.5","1","0","1","0"
"114","2000","1","31","1900","40000","200","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","0.3990686994217024","5.005438795608074E-4","-9557908.270976616","-2598397.8012651694","0.11922954986324483","82","1","0","1","0"
"115","2000","1","31","1900","40000","200","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","0.4073912876240387","5.859176936038743E-4","-9567034.455231903","-2658849.063804187","0.11654818134433824","85","1","0","1","0"
"116","2000","1","31","1900","40000","200","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","0.40935017504150295","5.260987085101835E-4","-9562550.153103009","-2644384.8591356515","0.11701164433984063","85","1","0","1","0"
"118","2000","1","31","1900","40000","200","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","0.4920241065495294","9.506567611552022E-4","-9552931.158766195","-2592156.4500611383","0.11944986270748364","84.5","1","0","1","0"
"117","2000","1","31","1900","40000","200","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","0.4905593076926487","7.212806642708322E-4","-9553389.522539899","-2606709.123478945","0.11863577988060117","82.5","1","0","1","0"
"120","2000","1","31","1900","40000","200","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","0.559052719865736","7.414148246090908E-4","-9554570.966807686","-2600952.14285556","0.11846651513441771","85","1","0","1","0"
"119","2000","1","31","1900","40000","200","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","0.4617075511012081","6.742505132210615E-4","-9557020.529070063","-2621512.196394131","0.1177760224396692","84","1","0","1","0"
"121","2000","1","31","1900","40000","250","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","1.101315495765214E-4","1.6382374233958397E-7","-9924246.335621506","-4963497.673191515","0","0","1","0","1","0"
"122","2000","1","31","1900","40000","250","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","9.315289786804243E-5","1.440237656032048E-7","-9931452.121828014","-4992245.385407255","0","0","1","0","1","0"
"124","2000","1","31","1900","40000","250","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","6.431190624805487E-5","1.1349060533604166E-7","-9928626.679207101","-4978343.293860658","0","0","1","0","1","0"
"123","2000","1","31","1900","40000","250","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","1.3071988194512374E-4","2.1297711560101015E-7","-9927245.421434706","-4982465.496112151","0","0","1","0","1","0"
"125","2000","1","31","1900","40000","250","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","6.900076610828756E-5","1.003906120518499E-7","-9932376.959096275","-4990958.750903737","0","0","1","0","1","0"
"126","2000","1","31","1900","40000","250","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","6.51442651496592E-5","8.713877444997071E-8","-9930543.709896138","-4990718.391064371","0","0","1","0","1","0"
"127","2000","1","31","1900","40000","250","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","1.1412292138376913E-4","2.0127877058993343E-7","-9929218.239451556","-4989563.93935257","0","0","1","0","1","0"
"128","2000","1","31","1900","40000","250","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","8.02843843792243E-5","1.2852311138973974E-7","-9930881.688386785","-4990979.484899488","0","0","1","0","1","0"
"129","2000","1","31","1900","40000","250","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","8.256480485357748E-5","1.4154966081117053E-7","-9926886.575821284","-4974093.671480592","0","0","1","0","1","0"
"130","2000","1","31","1900","40000","250","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","9.363613145110862E-5","1.2198709464560803E-7","-9927124.31956475","-4975092.910858034","0","0","1","0","1","0"
"131","2000","1","31","1900","40000","300","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","5.289984785217393E-12","9.478477557329124E-15","-1.0244327436635794E7","-6998943.830092385","0","0","1","0","1","0"
"132","2000","1","31","1900","40000","300","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","9.360056445506618E-12","1.3436888095966989E-14","-1.0243700009896854E7","-6992557.25393613","0","0","1","0","1","0"
"133","2000","1","31","1900","40000","300","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","1.6864210536124775E-11","2.802725340562833E-14","-1.0244953928966843E7","-7005259.371236369","0","0","1","0","1","0"
"134","2000","1","31","1900","40000","300","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","1.5314197412095613E-11","2.4517400882941558E-14","-1.0245420217008647E7","-6996022.264898653","0","0","1","0","1","0"
"135","2000","1","31","1900","40000","300","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","1.1299088152703056E-11","1.8788659700591547E-14","-1.0243777427280676E7","-6999926.314849551","0","0","1","0","1","0"
"136","2000","1","31","1900","40000","300","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","1.0265061373780335E-11","2.0363354858682034E-14","-1.0247626078148408E7","-7006499.400369005","0","0","1","0","1","0"
"137","2000","1","31","1900","40000","300","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","5.331345412909596E-12","1.0558907651135306E-14","-1.0245593182710532E7","-6998017.8802939495","0","0","1","0","1","0"
"138","2000","1","31","1900","40000","300","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","6.277412476554454E-12","1.0328690779297517E-14","-1.024482682701407E7","-6998838.0392373735","0","0","1","0","1","0"
"139","2000","1","31","1900","40000","300","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","9.55939105442877E-12","1.995296182706109E-14","-1.0245963946789883E7","-6994997.058429961","0","0","1","0","1","0"
"141","2000","1","31","1900","40000","350","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","4.988194414116789E-15","1.3425233207463661E-17","-1.0329065286421381E7","-7541687.199643346","0","0","1","0","1","0"
"140","2000","1","31","1900","40000","300","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","3.613811067380898E-12","7.318752219769157E-15","-1.0244318338559732E7","-6993844.302895568","0","0","1","0","1","0"
"142","2000","1","31","1900","40000","350","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","3.710233807969389E-15","5.035653450510283E-18","-1.0331584126046352E7","-7547334.54732451","0","0","1","0","1","0"
"143","2000","1","31","1900","40000","350","3000","0","1085000000","5000000","100000","false","7","100000","3","34","3000","50","3650","3.8482802501743724E-15","8.09450166426356E-18","-1.0329632683795068E7","-7539960.765603767","0","0","1","0","1","0"
