BiomassInit,mySeed,nbBoats,om_MFETb,om_MFETc,om_MSTb,om_MSTc,om_biomassfished,om_capitalTotal,om_capital_moyen_1,om_capital_moyen_2,om_sumBiomass,openmole$experiment
420000.0,1327333872,600.0,78.0,37.0,0.9789041095890411,0.9834786599357503,1.4337774126858844E-11,981355.8203711505,-3614341.6207179944,4595697.441089145,7.64174623784641E-9,15455
210000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210000.00000000128,15475
130000.0,-1887662897,500.0,13.0,0.0,0.9967123287671232,0.0,4.305468842837078E-7,-1.2056628289241364E7,-7771892.348490187,-4284735.940751177,2.587873351487808E-4,15877
230000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230000.0000000064,15477
220000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219999.9999999909,15476
240000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239999.99999999432,15478
250000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.00000000984,15479
370000.0,-1887662897,450.0,113.0,39.0,0.9693150684931506,0.9895890410958904,0.00395125293260304,1.6080243532323256E7,1198462.2873013432,1.4881781245021913E7,2.4907747474465634,15860
270000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270000.00000001484,15481
100000.0,-1887662897,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99999.99999999894,15464
290000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289999.9999999846,15483
310000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309999.99999999773,15485
120000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119999.99999999716,15466
320000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319999.99999999534,15486
330000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329999.99999998976,15487
350000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350000.00000000355,15489
340000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340000.00000001123,15488
380000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380000.0000000146,15492
50000.0,-1887662897,50.0,1.0,380.0,1.0,0.8961643835616439,6.742823013712831,1.363199996947173E8,3.912542385003289E7,9.719457584468439E7,44932.201718156604,15500
190000.0,-1887662897,50.0,0.0,85.0,0.0,0.976986301369863,25.622727452108762,5.787927988399255E8,1.7906501063012457E8,3.997277882098009E8,170742.36652899513,15514
210000.0,-1887662897,50.0,0.0,77.0,0.0,0.9791780821917808,28.319856657593892,6.42003198717813E8,1.99056380170138E8,4.4294681854767495E8,188715.24721625782,15516
400000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399999.99999999575,15494
220000.0,-1887662897,50.0,0.0,73.0,0.0,0.9802739726027397,29.668421260336466,6.736083986567569E8,2.0905206494014478E8,4.6455633371661204E8,197701.68755988887,15517
420000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420000.00000000256,15496
410000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409999.9999999982,15495
430000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429999.9999999772,15497
440000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439999.9999999818,15498
450000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450000.00000000687,15499
280000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279999.9999999961,15482
60000.0,-1887662897,50.0,1.0,307.0,1.0,0.9161643835616439,8.091387616455403,1.6792519963366103E8,4.912110862003944E7,1.1880409101362158E8,53918.64206178793,15501
70000.0,-1887662897,50.0,1.0,257.0,1.0,0.9298630136986301,9.439952219197968,1.9953039957260403E8,5.911679339004599E7,1.4041360618255803E8,62905.08240541929,15502
300000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0000000043,15484
90000.0,-1887662897,50.0,1.0,194.0,1.0,0.9471232876712329,12.137081424683101,2.6274079945049146E8,7.91081629300591E7,1.8363263652043235E8,80877.96309268179,15504
100000.0,-1887662897,50.0,1.0,172.0,1.0,0.9531506849315069,13.485646027425663,2.9434599938943464E8,8.910384770006578E7,2.0524215168936887E8,89864.40343631321,15505
120000.0,-1887662897,50.0,0.0,141.0,0.0,0.9616438356164384,16.182775232910807,3.575563992673222E8,1.0909521724007894E8,2.4846118202724323E8,107837.28412357585,15507
110000.0,-1887662897,50.0,161.0,155.0,0.9561643835616438,0.9578082191780822,14.834210630168233,3.2595119932837844E8,9.909953247007231E7,2.268516668583061E8,98850.84377994444,15506
130000.0,-1887662897,50.0,0.0,129.0,0.0,0.9649315068493151,17.531339835653363,3.89161599206265E8,1.1909090201008512E8,2.7007069719617987E8,116823.72446720742,15508
140000.0,-1887662897,50.0,0.0,119.0,0.0,0.9676712328767123,18.879904438395936,4.207667991452087E8,1.2908658678009208E8,2.9168021236511666E8,125810.16481083859,15509
150000.0,-1887662897,50.0,0.0,110.0,0.0,0.9701369863013699,20.2284690411385,4.523719990841514E8,1.390822715500985E8,3.1328972753405285E8,134796.60515446993,15510
370000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369999.99999999115,15491
390000.0,-1887662897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390000.00000001554,15493
200000.0,-1887662897,50.0,0.0,81.0,0.0,0.9780821917808219,26.971292054851325,6.103979987788693E8,1.890606954001315E8,4.2133730337873775E8,179728.80687262642,15515
230000.0,-1887662897,50.0,0.0,70.0,0.0,0.9810958904109589,31.01698586307903,7.052135985956988E8,2.190477497101506E8,4.8616584888554823E8,206688.12790352083,15518
240000.0,-1887662897,50.0,0.0,67.0,0.0,0.9819178082191781,32.36555046582161,7.368187985346442E8,2.290434344801578E8,5.0777536405448645E8,215674.5682471517,15519
450000.0,-1887662897,50.0,0.0,34.0,0.0,0.9909589041095891,60.68540712341549,1.4005279972524545E9,4.389528146502951E8,9.615751826021595E8,404389.8154634101,15540
440000.0,-1887662897,50.0,0.0,35.0,0.0,0.9906849315068493,59.33684252067293,1.3689227973135138E9,4.289571298802895E8,9.399656674332242E8,395403.37511977775,15539
60000.0,-1887662897,100.0,1.0,244.0,1.0,0.9334246575342465,18.39696390694916,1.2572842662554213E8,3.5849760371489E7,8.987866625405313E7,41863.51594681798,15542
180000.0,-1887662897,50.0,0.0,91.0,0.0,0.9753424657534246,24.274162849366203,5.47187598900983E8,1.6906932586011806E8,3.781182730408649E8,161755.92618536358,15513
250000.0,-1887662897,50.0,0.0,64.0,0.0,0.9827397260273972,33.71411506856416,7.68423998473587E8,2.390391192501641E8,5.293848792234229E8,224661.00859078323,15520
260000.0,-1887662897,50.0,0.0,61.0,0.0,0.9835616438356164,35.062679671306725,8.000291984125295E8,2.4903480402017027E8,5.509943943923593E8,233647.44893441483,15521
100000.0,-1887662897,100.0,1.0,128.0,1.0,0.9652054794520548,30.66160651158193,2.2401804437590337E8,6.698493395248171E7,1.5703311042342165E8,69772.52657803008,15546
320000.0,-1887662897,50.0,0.0,49.0,0.0,0.9868493150684932,43.154067287762125,9.896603980461898E8,3.090089126402095E8,6.806514854059802E8,287566.0909962019,15527
